lat,lon
32.6875,110.61083333333333
32.70541666666667,110.63
32.72408333333333,110.65058333333336
32.74341666666667,110.67325
32.76316666666667,110.69791666666667
32.78391666666666,110.72450000000002
32.806416666666664,110.75283333333334
32.83058333333334,110.78000000000002
32.85633333333333,110.80483333333332
32.88333333333333,110.827
32.91133333333334,110.84658333333334
32.940916666666666,110.86316666666666
32.972,110.87750000000001
33.00416666666667,110.89108333333333
33.03725,110.90591666666667
33.07191666666667,110.92141666666667
33.10791666666666,110.93808333333334
33.14575,110.95524999999999
33.18583333333333,110.97275
33.227333333333334,110.98891666666667
33.268499999999996,111.00141666666667
33.309416666666664,111.01058333333334
33.350166666666674,111.0164166666667
33.39066666666666,111.01875
33.430749999999996,111.01758333333335
33.471250000000005,111.01541666666668
33.512499999999996,111.01466666666668
33.55458333333333,111.015
33.59791666666666,111.01675000000002
33.642916666666665,111.01974999999999
33.68983333333333,111.02433333333335
33.73766666666666,111.02741666666667
33.78525,111.02683333333333
33.83275,111.02199999999999
33.87983333333334,111.01324999999999
33.92675,111.00091666666668
33.9735,110.98475
34.02108333333333,110.96758333333332
34.06925,110.95083333333334
34.118416666666675,110.93433333333333
34.16891666666667,110.91833333333334
34.2215,110.90258333333334
34.27599999999999,110.88700000000001
34.33141666666668,110.86916666666666
34.38641666666667,110.84775
34.44024999999999,110.82233333333333
34.493500000000004,110.79350000000001
34.54591666666667,110.76108333333333
34.59766666666667,110.72474999999999
34.64941666666667,110.68708333333332
34.70216666666666,110.64999999999998
34.756083333333336,110.61333333333334
34.8115,110.57758333333332
34.86866666666666,110.54283333333332
34.9285,110.50850000000003
34.9895,110.47183333333334
35.0495,110.43058333333333
35.10883333333333,110.385
35.16675,110.33491666666669
35.22383333333334,110.28016666666666
35.27991666666667,110.22141666666666
35.336083333333335,110.16091666666665
35.3935,110.10183333333335
35.4525,110.04366666666668
35.5135,109.98625000000003
35.577000000000005,109.92983333333332
35.64366666666667,109.87375000000002
35.71158333333334,109.81516666666666
35.77858333333333,109.75150000000002
35.84425,109.68233333333336
35.908500000000004,109.60841666666666
35.971250000000005,109.52991666666667
36.03266666666666,109.44791666666667
36.09375000000001,109.36399999999999
36.1565,109.28166666666668
36.220666666666666,109.19991666666668
36.2865,109.11916666666667
36.35475,109.03891666666668
36.425583333333336,108.95875000000001
36.497166666666665,108.87575
36.56766666666666,108.78741666666666
36.63625,108.69458333333334
36.702666666666666,108.59766666666667
36.76800000000001,108.49658333333332
36.83225,108.39066666666668
36.89691666666666,108.28216666666667
36.963166666666666,108.17366666666669
37.03099999999999,108.06516666666668
37.100583333333326,107.95741666666667
37.17258333333333,107.85033333333332
37.24733333333334,107.74358333333333
37.323,107.63433333333332
37.39666666666666,107.52050000000001
37.4685,107.402
37.538000000000004,107.27908333333333
37.60583333333334,107.15258333333333
37.67191666666667,107.02274999999999
37.73875,106.89175
37.806916666666666,106.76075000000002
37.87725,106.63008333333335
